Code	Municipio	Depto	Censo electoral 	Participación/Total votación 	Abstención	Ganador	Votos Válidos (departamental)	Alianza Verde	Cambio Radical	Centro Democrático	Partido Conservador	FARC	Partido Liberal	Opción Ciudadana	MIRA	Polo Democrático Alternativo	Partido de la U	Somos	Unión Patriótica	MAIS	AICO	ASI	GSC Colombia Justa Libres	GSC Movimiento de Integración Regional	Todos Somos Colombia	Coalición Verde-Polo	Coalición Verde-Polo-UP	Coalición Verde-Polo-ASI	Coalición ASI-Verde-UP	Coalición Lista de la Decencia (ASI-UP-MAIS)	Coalición Lista de la Decencia (UP-MAIS)	Voto en Blanco 	Ganador 	Votos Válidos (Indigena)	ANICOL	Autoridad Tradicional Casiyouren	Fundación Taita Zipa	MAIS	AICO	UAIZSACOR	Voto en Blanco (Indígena)	Ganador	Votos Válidos (Afrodescendientes)	C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	C.C. Ancestral De Comunidades Negras Playa Renaciente	C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	C.C. De La Comunidad Negra De La Plata Bahía Málaga	C.C. De Los Corregimientos De San Antonio Y El Castillo	C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	Consejo Comunitario Bocas Del Atrato Y Leoncito	Consejo Comunitario De Alejandro Duran Diaz	Consejo Comunitario De Comunidades Negras Obatala	Consejo Comunitario De Comunidades Negras Santo Domingo	Consejo Comunitario De La Comunidad Negra De Limones	Consejo Comunitario De Las Baras	Consejo Comunitario Del Rio Yurumangui	Consejo Comunitario Imbilpi Del Carmen	Consejo Comunitario La Mamuncia	Consejo Comunitario Los Andes	Consejo Comunitario Ma Kankamana De San Basilio De Palenque	Consejo Comunitario Mayor De Certegui	Consejo Comunitario Renacer Negro	Consejo Comunitario Tablon Salado	Consejo Comunitario Veredas Unidas Un Bien Común	Corporación Poder Ciudadano	Cuenca Del Rio Iscuande	Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	Kusuto Magende Cokumalu De Luruaco	Todos Somos Colombia	Org. Social De Comunidades Negras "Nelson Mandela"	Voto en Blanco 	Votos Válidos (todas las circunscripciones)	Votos Inválidos	Tarjetones No Marcados	Nulos 	%Participación electoral 	%Abstención	%Alianza Verde	%Cambio Radical	%Centro Democrático	%Partido Conservador	%FARC	%Partido Liberal	%Opción Ciudadana	%MIRA	%Polo Democrático Alternativo	%Partido de la U	%Somos	%Unión Patriótica	%MAIS	%AICO	%ASI	%Todos Somos Colombia	%GSC Colombia Justa Libres	%GSC Movimiento de Integración Regional	%Coalición Verde-Polo	%Coalición Verde-Polo-UP	%Coalición Verde-Polo-ASI	%Coalición ASI-Verde-UP	%Coalición Lista de la Decencia (ASI-UP-MAIS)	%Coalición Lista de la Decencia (UP-MAIS)	%Voto en Blanco 	%Votos Válidos (Indigena)	%ANICOL	%Autoridad Tradicional Casiyouren	%Fundación Taita Zipa	%MAIS	%AICO	%UAIZSACOR	%Voto en Blanco (Indígena)	%Votos Válidos (Afrodescendientes)	%C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	%C.C. Ancestral De Comunidades Negras Playa Renaciente	%C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	%C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	%C.C. De La Comunidad Negra De La Plata Bahía Málaga	%C.C. De Los Corregimientos De San Antonio Y El Castillo	%C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	%Consejo Comunitario Bocas Del Atrato Y Leoncito	%Consejo Comunitario De Alejandro Duran Diaz	%Consejo Comunitario De Comunidades Negras Obatala	%Consejo Comunitario De Comunidades Negras Santo Domingo	%Consejo Comunitario De La Comunidad Negra De Limones	%Consejo Comunitario De Las Baras	%Consejo Comunitario Del Rio Yurumangui	%Consejo Comunitario Imbilpi Del Carmen	%Consejo Comunitario La Mamuncia	%Consejo Comunitario Los Andes	%Consejo Comunitario Ma Kankamana De San Basilio De Palenque	%Consejo Comunitario Mayor De Certegui	%Consejo Comunitario Renacer Negro	%Consejo Comunitario Tablon Salado	%Consejo Comunitario Veredas Unidas Un Bien Común	%Corporación Poder Ciudadano	%Cuenca Del Rio Iscuande	%Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	%Kusuto Magende Cokumalu De Luruaco	%Todos Somos Colombia	%Org. Social De Comunidades Negras "Nelson Mandela"	%Voto en Blanco 	%Votos Válidos (todas las circunscripciones)	%Votos Inválidos	%Tarjetones No Marcados	%Nulos 
15022	Almeida	Boyacá	1976	870	1106	Alianza Verde	775	340	24	37	203		55	6	6	2	33			54		1										14	Voto en Blanco 	10	0	0	0	3	0	0	7	Voto en Blanco 	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	795	75	19	56	44.0%	56.0%	43.9%	3.1%	4.8%	26.2%	0.0%	7.1%	0.8%	0.8%	0.3%	4.3%	0.0%	0.0%	7.0%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.8%	1.1%	0.0%	0.0%	0.0%	30.0%	0.0%	0.0%	70.0%	1.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	10.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	10.0%	0.0%	0.0%	0.0%	80.0%	91.4%	8.6%	2.2%	6.4%
15047	Aquitania	Boyacá	12657	5932	6725	Cambio Radical	5037	773	1132	829	472		566	22	75	26	608		16	283		16										219	Voto en Blanco 	80	1	0	0	19	0	0	60	Voto en Blanco 	61	0	0	0	1	0	0	0	0	0	2	2	2	2	0	0	5	1	1	2	3	1	1	1	0	2	0	0	0	35	5178	754	183	571	46.9%	53.1%	15.3%	22.5%	16.5%	9.4%	0.0%	11.2%	0.4%	1.5%	0.5%	12.1%	0.0%	0.3%	5.6%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.3%	1.3%	1.3%	0.0%	0.0%	23.8%	0.0%	0.0%	75.0%	1.0%	0.0%	0.0%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	0.0%	3.3%	3.3%	3.3%	3.3%	0.0%	0.0%	8.2%	1.6%	1.6%	3.3%	4.9%	1.6%	1.6%	1.6%	0.0%	3.3%	0.0%	0.0%	0.0%	57.4%	87.3%	12.7%	3.1%	9.6%
15051	Arcabuco	Boyacá	4744	2394	2350	Partido Liberal	2070	319	152	209	83		886	13	48	17	75		15	76		4										173	Voto en Blanco 	27	0	0	0	0	1	0	26	Voto en Blanco 	36	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	3	0	1	0	0	0	0	0	2	0	25	2133	261	79	182	50.5%	49.5%	15.4%	7.3%	10.1%	4.0%	0.0%	42.8%	0.6%	2.3%	0.8%	3.6%	0.0%	0.7%	3.7%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.4%	1.1%	0.0%	0.0%	0.0%	0.0%	3.7%	0.0%	96.3%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	2.8%	0.0%	8.3%	0.0%	0.0%	8.3%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	0.0%	5.6%	0.0%	69.4%	89.1%	10.9%	3.3%	7.6%
15087	Belén	Boyacá	6805	3413	3392	Partido Liberal	2941	328	411	231	163		853	22	16	20	136		5	494		90										172	Voto en Blanco 	59	1	0	0	26	1	0	31	Voto en Blanco 	44	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	38	3044	369	84	285	50.2%	49.8%	11.2%	14.0%	7.9%	5.5%	0.0%	29.0%	0.7%	0.5%	0.7%	4.6%	0.0%	0.2%	16.8%	0.0%	3.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.8%	1.7%	1.7%	0.0%	0.0%	44.1%	1.7%	0.0%	52.5%	1.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.3%	0.0%	0.0%	0.0%	0.0%	2.3%	0.0%	2.3%	6.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	86.4%	89.2%	10.8%	2.5%	8.4%
15090	Berbeo	Boyacá	1484	748	736	Alianza Verde	682	304	14	10	14		189		14	1	88			28		2										18	Voto en Blanco 	6	0	0	0	0	0	0	6	Voto en Blanco 	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	693	55	9	46	50.4%	49.6%	44.6%	2.1%	1.5%	2.1%	0.0%	27.7%	0.0%	2.1%	0.1%	12.9%	0.0%	0.0%	4.1%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	92.6%	7.4%	1.2%	6.1%
15092	Betéitiva	Boyacá	1955	988	967	Partido Liberal	895	157	111	43	43		374	6	3	6	19		2	71		18										42	Voto en Blanco 	10	0	0	0	2	0	0	8	Voto en Blanco 	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	6	917	71	23	48	50.5%	49.5%	17.5%	12.4%	4.8%	4.8%	0.0%	41.8%	0.7%	0.3%	0.7%	2.1%	0.0%	0.2%	7.9%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.7%	1.0%	0.0%	0.0%	0.0%	20.0%	0.0%	0.0%	80.0%	1.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	16.7%	0.0%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	8.3%	8.3%	0.0%	0.0%	0.0%	0.0%	50.0%	92.8%	7.2%	2.3%	4.9%
15097	Boavita	Boyacá	5131	2142	2989	Cambio Radical	1876	478	647	116	225		38	15	12	150	67		8	30		3										87	Voto en Blanco 	17	0	0	0	0	0	0	17	Voto en Blanco 	26	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	17	1919	223	80	143	41.7%	58.3%	25.5%	34.5%	6.2%	12.0%	0.0%	2.0%	0.8%	0.6%	8.0%	3.6%	0.0%	0.4%	1.6%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.6%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	1.2%	0.0%	0.0%	0.0%	3.8%	0.0%	0.0%	3.8%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	0.0%	0.0%	7.7%	3.8%	0.0%	0.0%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	7.7%	0.0%	0.0%	65.4%	89.6%	10.4%	3.7%	6.7%
15104	Boyacá	Boyacá	4275	1645	2630	Partido Liberal	1394	100	168	68	46		539	6	29	15	115		4	250		2										52	MAIS	25	0	1	0	16	1	0	7	Voto en Blanco 	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	1	11	1436	209	55	154	38.5%	61.5%	7.2%	12.1%	4.9%	3.3%	0.0%	38.7%	0.4%	2.1%	1.1%	8.2%	0.0%	0.3%	17.9%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.7%	1.5%	0.0%	4.0%	0.0%	64.0%	4.0%	0.0%	28.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.9%	0.0%	11.8%	0.0%	0.0%	11.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.9%	64.7%	87.3%	12.7%	3.3%	9.4%
15106	Briceño	Boyacá	2151	1076	1075	Partido Liberal	969	64	41	238	55		485	8	1	5	28		6	18		1										19	Voto en Blanco 	8	0	0	0	2	0	0	6	Voto en Blanco 	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	984	92	40	52	50.0%	50.0%	6.6%	4.2%	24.6%	5.7%	0.0%	50.1%	0.8%	0.1%	0.5%	2.9%	0.0%	0.6%	1.9%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.0%	0.7%	0.0%	0.0%	0.0%	25.0%	0.0%	0.0%	75.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	91.4%	8.6%	3.7%	4.8%
15109	Buenavista	Boyacá	4647	2219	2428	Partido de la U	1891	265	304	371	174		202	4	21	19	415		3	48		8										57	Voto en Blanco 	10	0	0	0	4	1	0	5	Voto en Blanco 	25	0	0	0	1	0	1	0	0	2	1	1	0	1	0	1	4	0	0	0	1	0	0	0	0	0	0	1	0	11	1926	293	104	189	47.8%	52.2%	14.0%	16.1%	19.6%	9.2%	0.0%	10.7%	0.2%	1.1%	1.0%	21.9%	0.0%	0.2%	2.5%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0%	0.5%	0.0%	0.0%	0.0%	40.0%	10.0%	0.0%	50.0%	1.1%	0.0%	0.0%	0.0%	4.0%	0.0%	4.0%	0.0%	0.0%	8.0%	4.0%	4.0%	0.0%	4.0%	0.0%	4.0%	16.0%	0.0%	0.0%	0.0%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.0%	44.0%	86.8%	13.2%	4.7%	8.5%
15114	Busbanzá	Boyacá	849	516	333	Alianza Verde	495	254	99	17	14		10		4	2	30		2	33		15										15	MAIS	1	0	0	0	1	0	0	0	Voto en Blanco 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	498	18	1	17	60.8%	39.2%	51.3%	20.0%	3.4%	2.8%	0.0%	2.0%	0.0%	0.8%	0.4%	6.1%	0.0%	0.4%	6.7%	0.0%	3.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0%	0.2%	0.0%	0.0%	0.0%	100.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	96.5%	3.5%	0.2%	3.3%
15131	Caldas	Boyacá	3287	1384	1903	Partido Liberal	1206	199	78	110	200		236	8	43	14	169		2	74												73	Voto en Blanco 	21	0	0	0	0	0	0	21	Voto en Blanco 	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	1243	141	42	99	42.1%	57.9%	16.5%	6.5%	9.1%	16.6%	0.0%	19.6%	0.7%	3.6%	1.2%	14.0%	0.0%	0.2%	6.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.1%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	1.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	93.8%	89.8%	10.2%	3.0%	7.2%
15135	Campohermoso	Boyacá	2528	1073	1455	Partido de la U	926	168	110	110	79		89	100	5	2	170		1	53		2										37	Voto en Blanco 	9	0	0	0	2	0	0	7	Voto en Blanco 	22	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	957	116	45	71	42.4%	57.6%	18.1%	11.9%	11.9%	8.5%	0.0%	9.6%	10.8%	0.5%	0.2%	18.4%	0.0%	0.1%	5.7%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.8%	0.0%	0.0%	0.0%	22.2%	0.0%	0.0%	77.8%	2.1%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	4.5%	0.0%	4.5%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	77.3%	89.2%	10.8%	4.2%	6.6%
15162	Cerinza	Boyacá	3520	2053	1467	Alianza Verde	1735	364	349	129	131		333	10	6	15	119		11	156		8										104	Voto en Blanco 	34	0	0	0	6	0	0	28	Voto en Blanco 	33	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	2	0	20	1802	251	71	180	58.3%	41.7%	21.0%	20.1%	7.4%	7.6%	0.0%	19.2%	0.6%	0.3%	0.9%	6.9%	0.0%	0.6%	9.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.0%	1.7%	0.0%	0.0%	0.0%	17.6%	0.0%	0.0%	82.4%	1.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.1%	0.0%	3.0%	3.0%	3.0%	0.0%	0.0%	0.0%	9.1%	0.0%	3.0%	3.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.1%	0.0%	60.6%	87.8%	12.2%	3.5%	8.8%
15172	Chinavita	Boyacá	3093	1303	1790	Partido Conservador	1158	268	137	148	453		29	3	10	8	19		3	30		4										46	Voto en Blanco 	14	0	0	1	3	0	0	10	Voto en Blanco 	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	1180	123	31	92	42.1%	57.9%	23.1%	11.8%	12.8%	39.1%	0.0%	2.5%	0.3%	0.9%	0.7%	1.6%	0.0%	0.3%	2.6%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	1.1%	0.0%	0.0%	7.1%	21.4%	0.0%	0.0%	71.4%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	12.5%	0.0%	0.0%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	75.0%	90.6%	9.4%	2.4%	7.1%
15176	Chiquinquirá	Boyacá	41421	20582	20839	Centro Democrático	16996	1701	2117	2666	2535		2081	149	698	282	1434		50	1195		42										2046	Voto en Blanco 	466	1	0	6	72	3	7	377	Voto en Blanco 	512	1	0	0	0	0	3	3	2	1	1	0	3	1	2	1	58	7	2	3	2	1	7	4	1	0	1	2	3	403	17974	2608	394	2214	49.7%	50.3%	10.0%	12.5%	15.7%	14.9%	0.0%	12.2%	0.9%	4.1%	1.7%	8.4%	0.0%	0.3%	7.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	12.0%	2.3%	0.2%	0.0%	1.3%	15.5%	0.6%	1.5%	80.9%	2.5%	0.2%	0.0%	0.0%	0.0%	0.0%	0.6%	0.6%	0.4%	0.2%	0.2%	0.0%	0.6%	0.2%	0.4%	0.2%	11.3%	1.4%	0.4%	0.6%	0.4%	0.2%	1.4%	0.8%	0.2%	0.0%	0.2%	0.4%	0.6%	78.7%	87.3%	12.7%	1.9%	10.8%
15180	Chiscas	Boyacá	3480	1512	1968	Cambio Radical	1320	271	338	159	55		238	2	8	5	175		2	22		3										42	Voto en Blanco 	11	0	0	0	5	0	0	6	Voto en Blanco 	15	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	7	1346	166	64	102	43.4%	56.6%	20.5%	25.6%	12.0%	4.2%	0.0%	18.0%	0.2%	0.6%	0.4%	13.3%	0.0%	0.2%	1.7%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2%	0.7%	0.0%	0.0%	0.0%	45.5%	0.0%	0.0%	54.5%	1.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	6.7%	0.0%	0.0%	13.3%	0.0%	0.0%	6.7%	6.7%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	46.7%	89.0%	11.0%	4.2%	6.7%
15183	Chita	Boyacá	6298	2480	3818	Centro Democrático	2106	402	443	626	86		138	6	8	5	260		4	43		4										81	Voto en Blanco 	24	0	0	0	7	0	0	17	Voto en Blanco 	31	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	4	0	0	4	0	1	0	0	0	0	0	2	0	14	2161	319	183	136	39.4%	60.6%	19.1%	21.0%	29.7%	4.1%	0.0%	6.6%	0.3%	0.4%	0.2%	12.3%	0.0%	0.2%	2.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.8%	1.0%	0.0%	0.0%	0.0%	29.2%	0.0%	0.0%	70.8%	1.3%	0.0%	3.2%	3.2%	0.0%	0.0%	3.2%	0.0%	0.0%	3.2%	0.0%	3.2%	0.0%	0.0%	0.0%	3.2%	12.9%	0.0%	0.0%	12.9%	0.0%	3.2%	0.0%	0.0%	0.0%	0.0%	0.0%	6.5%	0.0%	45.2%	87.1%	12.9%	7.4%	5.5%
15185	Chitaraque	Boyacá	5460	2434	3026	Centro Democrático	1984	168	231	825	93		97	7	10	15	444		7	26		5										56	Voto en Blanco 	18	0	0	0	3	0	1	14	Voto en Blanco 	20	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	12	2022	412	145	267	44.6%	55.4%	8.5%	11.6%	41.6%	4.7%	0.0%	4.9%	0.4%	0.5%	0.8%	22.4%	0.0%	0.4%	1.3%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8%	0.7%	0.0%	0.0%	0.0%	16.7%	0.0%	5.6%	77.8%	0.8%	0.0%	0.0%	5.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	10.0%	0.0%	0.0%	5.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	60.0%	83.1%	16.9%	6.0%	11.0%
15187	Chivatá	Boyacá	2627	1466	1161	Alianza Verde	1309	493	112	123	106		134	9	14	7	50		4	182		4										71	MAIS	18	0	0	0	9	0	0	9	Voto en Blanco 	18	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	14	1345	121	28	93	55.8%	44.2%	37.7%	8.6%	9.4%	8.1%	0.0%	10.2%	0.7%	1.1%	0.5%	3.8%	0.0%	0.3%	13.9%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.4%	1.2%	0.0%	0.0%	0.0%	50.0%	0.0%	0.0%	50.0%	1.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.6%	5.6%	0.0%	5.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.6%	0.0%	0.0%	0.0%	0.0%	0.0%	77.8%	91.7%	8.3%	1.9%	6.3%
15189	Ciénega	Boyacá	3875	1894	1981	Centro Democrático	1474	265	154	314	100		44	129	12	13	117		6	238		10										72	Voto en Blanco 	43	1	0	0	14	1	4	23	Voto en Blanco 	57	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	2	0	48	1574	320	134	186	48.9%	51.1%	18.0%	10.4%	21.3%	6.8%	0.0%	3.0%	8.8%	0.8%	0.9%	7.9%	0.0%	0.4%	16.1%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.9%	2.3%	2.3%	0.0%	0.0%	32.6%	2.3%	9.3%	53.5%	3.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.8%	0.0%	0.0%	0.0%	0.0%	1.8%	0.0%	3.5%	1.8%	0.0%	3.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.5%	0.0%	84.2%	83.1%	16.9%	7.1%	9.8%
15204	Cómbita	Boyacá	8927	4895	4032	Alianza Verde	4276	1929	343	182	90		937	55	29	27	136		7	319		9										213	Voto en Blanco 	65	1	0	0	9	4	1	50	Voto en Blanco 	52	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	2	0	38	4393	502	88	414	54.8%	45.2%	45.1%	8.0%	4.3%	2.1%	0.0%	21.9%	1.3%	0.7%	0.6%	3.2%	0.0%	0.2%	7.5%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	1.3%	1.5%	0.0%	0.0%	13.8%	6.2%	1.5%	76.9%	1.1%	0.0%	0.0%	1.9%	0.0%	5.8%	0.0%	0.0%	0.0%	3.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.8%	0.0%	3.8%	1.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.8%	0.0%	73.1%	89.7%	10.3%	1.8%	8.5%
