Code	Municipio	Depto	Censo electoral	Participación/Total votos	Abstención	Ganador	Votos válidos (departamental)	100% Colombia	AICO	ASI	Alianza Verde	Blanco por la Paz	Cambio Radical	Centro Democrático	MIRA	Movimiento de Integración Regional	Partido Conservador	Partido de la U	Partido Liberal	Polo Democrático Alternativo	Por un Huila Mejor	Opción Ciudadana	Unión Patriótica	Voto en blanco (departamental)	Ganador	Votos válidos (Indígenas)	AICO	AIMAC	Embera Chami - Dache Agora Drua	MAIS	Movimiento CS	MUIPC	OPIC	Renovación Étnica "Raíces"	Vía Nueva	Voto en blanco (Indígenas)	Ganador	Votos válidos (Afros)	Afrocolombianos en Acción	Afroétnicos	AFRODMAM	AFROMINGA	AFROVIDES	ASOCONEGUA	ASODEPORTES	ASOPRA	C.C. San Antonio y EL Castillo	CORMANDELA	CORPOSINPAC	E.A.T. Botica Comunitaria 	ESAFRO	F. Desarrollo Cuenca del Pacífico	FORFUTURO	FUNCULCOSTA	FUNDAIN	FUNDECH	FUNDIAFRO	FUNECO	FUNPROESAT	Los Palenkes Bellavista	MACOAS	MIO	Poder Ciudadano	SI SE PUEDE	OECA	Únete	Vides y sus Niches	Voto en blanco (Afros)	Votos válidos (todas las circunscripciones)	Votos inválidos	Votos Nulos	Tarjetones No Marcados	%Participación	%Abstención	%Votos válidos (departamental)	%100% Colombia	%AICO	%ASI	%Alianza Verde	%Blanco por la Paz	%Cambio Radical	%Centro Democrático	%MIRA	%Movimiento de Integración Regional	%Partido Conservador	%Partido de la U	%Partido Liberal	%Polo Democrático Alternativo	%Por un Huila Mejor	%Opción Ciudadana	%Unión Patriótica	%Voto en blanco (departamental)	%Votos válidos (Indígenas)	%AICO	%AIMAC	%Embera Chami - Dache Agora Drua	%MAIS	%Movimiento CS	%MUIPC	%OPIC	%Renovación Étnica "Raíces"	%Vía Nueva	%Voto en blanco (Indígenas)	%Votos válidos (Afros)	%Afrocolombianos en Acción	%Afroétnicos	%AFRODMAM	%AFROMINGA	%AFROVIDES	%ASOCONEGUA	%ASODEPORTES	%ASOPRA	%C.C. San Antonio y EL Castillo	%CORMANDELA	%CORPOSINPAC	%E.A.T. Botica Comunitaria 	%ESAFRO	%F. Desarrollo Cuenca del Pacífico	%FORFUTURO	%FUNCULCOSTA	%FUNDAIN	%FUNDECH	%FUNDIAFRO	%FUNECO	%FUNPROESAT	%Los Palenkes Bellavista	%MACOAS	%MIO	%Poder Ciudadano	%SI SE PUEDE	%OECA	%Únete	%Vides y sus Niches	%Voto en blanco (Afros)	%Votos válidos (todas las circunscripciones)	%Votos inválidos	%Votos Nulos	%Tarjetones No Marcados
5154	Caucasia	Antioquia	60360	26054	34306	Partido de la U	20762			256	795		3754	1855	439		1573	5405	4767	677		83	58	1100	OPIC	242	7	3		11	2	13	106	2	2	96	Voto en blanco	256		2		3	16	9	6	9	5	4	4	3	8	1	18	1	2	2		9	4		1	8	6	1	3	4	2	125	21260	4794	3452	1342	43.16	56.84	79.69	0	0	1.23	3.83	0	18.08	8.93	2.11	0	7.58	26.03	22.96	3.26	0	0.4	0.28	5.3	0.93	2.89	1.24	0	4.55	0.83	5.37	43.8	0.83	0.83	39.67	0.98	0	0.78	0	1.17	6.25	3.52	2.34	3.52	1.95	1.56	1.56	1.17	3.13	0.39	7.03	0.39	0.78	0.78	0	3.52	1.56	0	0.39	3.13	2.34	0.39	1.17	1.56	0.78	48.83	81.6	18.4	13.25	5.15
5172	Chigorodó	Antioquia	41194	15253	25941	Partido de la U	11380			131	151		932	1858	480		894	2873	2670	366		53	243	729	AICO	287	114	4	2	31	2	3	70	2	1	58	Poder Ciudadano	566	1	3	1	6	1	30	3	119	5	4	7		55	1	5	3	3	3		1	1	16	1	28	168	4	5			92	12233	3020	2004	1016	37.03	62.97	74.61	0	0	1.15	1.33	0	8.19	16.33	4.22	0	7.86	25.25	23.46	3.22	0	0.47	2.14	6.41	1.88	39.72	1.39	0.7	10.8	0.7	1.05	24.39	0.7	0.35	20.21	3.71	0.18	0.53	0.18	1.06	0.18	5.3	0.53	21.02	0.88	0.71	1.24	0	9.72	0.18	0.88	0.53	0.53	0.53	0	0.18	0.18	2.83	0.18	4.95	29.68	0.71	0.88	0	0	16.25	80.2	19.8	13.14	6.66
5190	Cisneros	Antioquia	11045	4459	6586	Partido Conservador	3847			13	42		145	296	35		1614	184	1236	102		13	9	158	Voto en blanco	15	1			1						13	Voto en blanco	12						2	1																					1		8	3874	585	426	159	40.37	59.63	86.27	0	0	0.34	1.09	0	3.77	7.69	0.91	0	41.95	4.78	32.13	2.65	0	0.34	0.23	4.11	0.34	6.67	0	0	6.67	0	0	0	0	0	86.67	0.27	0	0	0	0	0	16.67	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	66.67	86.88	13.12	9.55	3.57
5197	Cocorná	Antioquia	12245	5455	6790	Partido Conservador	4531			24	30		79	915	43		2817	178	208	108		22	20	87	Voto en blanco	9						2	1		1	5	Empate	15						3				2			1	3												1	1	1		3	4555	900	578	322	44.55	55.45	83.06	0	0	0.53	0.66	0	1.74	20.19	0.95	0	62.17	3.93	4.59	2.38	0	0.49	0.44	1.92	0.16	0	0	0	0	0	22.22	11.11	0	11.11	55.56	0.27	0	0	0	0	0	20	0	0	0	13.33	0	0	6.67	20	0	0	0	0	0	0	0	0	0	0	0	6.67	6.67	6.67	0	20	83.5	16.5	10.6	5.9
5206	Concepción	Antioquia	4481	1776	2705	Partido Liberal	1489			12	34		51	385	11		388	56	468	22		5	14	43	Voto en blanco	7				1	2					4	Voto en blanco	11													1								1				1	1				7	1507	269	183	86	39.63	60.37	83.84	0	0	0.81	2.28	0	3.43	25.86	0.74	0	26.06	3.76	31.43	1.48	0	0.34	0.94	2.89	0.39	0	0	0	14.29	28.57	0	0	0	0	57.14	0.62	0	0	0	0	0	0	0	0	0	0	0	0	9.09	0	0	0	0	0	0	0	9.09	0	0	0	9.09	9.09	0	0	0	63.64	84.85	15.15	10.3	4.84
5209	Concordia	Antioquia	15301	5085	10216	Centro Democrático	3944			69	37		297	1350	30		492	333	766	425		12	14	119	Voto en blanco	9				2	1	1	1			4	Voto en blanco	39				1		5		1		2		1		1		2	1		1	1		3		3		1	1	1		14	3992	1093	837	256	33.23	66.77	77.56	0	0	1.75	0.94	0	7.53	34.23	0.76	0	12.47	8.44	19.42	10.78	0	0.3	0.35	3.02	0.18	0	0	0	22.22	11.11	11.11	11.11	0	0	44.44	0.77	0	0	0	2.56	0	12.82	0	2.56	0	5.13	0	2.56	0	2.56	0	5.13	2.56	0	2.56	2.56	0	7.69	0	7.69	0	2.56	2.56	2.56	0	35.9	78.51	21.49	16.46	5.03
5212	Copacabana	Antioquia	55600	22929	32671	Partido Liberal	18159			87	474		1792	3805	328		1817	2456	4356	1222		126	120	1576	Voto en blanco	159	10	1	5	11	3	2	3	7	4	113	Voto en blanco	268		5		5	4	5	4	3		3	1	1	6		3	2	2	1	1	7		1	1	10	3	4	2		2	192	18586	4343	3729	614	41.24	58.76	79.2	0	0	0.48	2.61	0	9.87	20.95	1.81	0	10.01	13.52	23.99	6.73	0	0.69	0.66	8.68	0.69	6.29	0.63	3.14	6.92	1.89	1.26	1.89	4.4	2.52	71.07	1.17	0	1.87	0	1.87	1.49	1.87	1.49	1.12	0	1.12	0.37	0.37	2.24	0	1.12	0.75	0.75	0.37	0.37	2.61	0	0.37	0.37	3.73	1.12	1.49	0.75	0	0.75	71.64	81.06	18.94	16.26	2.68
5234	Dabeiba	Antioquia	15736	4847	10889	Partido Liberal	3891			113	28		244	279	34		166	1043	1823	41		10	19	91	AICO	42	20			12			2			8	Voto en blanco	25		1						2		1	1	1	3						1					2	1			1		11	3958	889	671	218	30.8	69.2	80.28	0	0	2.9	0.72	0	6.27	7.17	0.87	0	4.27	26.81	46.85	1.05	0	0.26	0.49	2.34	0.87	47.62	0	0	28.57	0	0	4.76	0	0	19.05	0.52	0	4	0	0	0	0	0	8	0	4	4	4	12	0	0	0	0	0	4	0	0	0	0	8	4	0	0	4	0	44	81.66	18.34	13.84	4.5
5237	Don Matías	Antioquia	15597	6309	9288	Partido Conservador	5196			23	47		72	1287	43		2573	148	571	86		16	19	311	Voto en blanco	36	1		1	3	1		2	1		27	Voto en blanco	57	1			1	1	2		1					1	2	6					1		1		1	1		1			37	5289	1020	792	228	40.45	59.55	82.36	0	0	0.44	0.9	0	1.39	24.77	0.83	0	49.52	2.85	10.99	1.66	0	0.31	0.37	5.99	0.57	2.78	0	2.78	8.33	2.78	0	5.56	2.78	0	75	0.9	1.75	0	0	1.75	1.75	3.51	0	1.75	0	0	0	0	1.75	3.51	10.53	0	0	0	0	1.75	0	1.75	0	1.75	1.75	0	1.75	0	0	64.91	83.83	16.17	12.55	3.61
5240	Ebéjico	Antioquia	11064	4013	7051	Partido Liberal	3434			9	57		109	889	24		764	82	1339	41		8	7	105	Voto en blanco	16			1		2			2	1	10	Voto en blanco	23				1		1	1	2		1	1		3		2															11	3473	540	382	158	36.27	63.73	85.57	0	0	0.26	1.66	0	3.17	25.89	0.7	0	22.25	2.39	38.99	1.19	0	0.23	0.2	3.06	0.4	0	0	6.25	0	12.5	0	0	12.5	6.25	62.5	0.57	0	0	0	4.35	0	4.35	4.35	8.7	0	4.35	4.35	0	13.04	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.83	86.54	13.46	9.52	3.94
5250	El Bagre	Antioquia	32887	12383	20504	Partido Liberal	9477			113	335		750	617	114		1998	915	4106	136		22	37	334	Voto en blanco	57	1		1	10	4	1	9	1		30	Voto en blanco	81	1			1	2	3		1		1	1	1	4			1	1	4		1	1			4			1			53	9615	2768	2324	444	37.65	62.35	76.53	0	0	1.19	3.53	0	7.91	6.51	1.2	0	21.08	9.65	43.33	1.44	0	0.23	0.39	3.52	0.46	1.75	0	1.75	17.54	7.02	1.75	15.79	1.75	0	52.63	0.65	1.23	0	0	1.23	2.47	3.7	0	1.23	0	1.23	1.23	1.23	4.94	0	0	1.23	1.23	4.94	0	1.23	1.23	0	0	4.94	0	0	1.23	0	0	65.43	77.65	22.35	18.77	3.59
5264	Entrerrios	Antioquia	7457	2401	5056	Partido Liberal	2372			5	38		39	639	13		453	55	908	40		3	8	171	Voto en blanco	10		1		2			1	1		5	Voto en blanco	19			1							1	1				1									1	1					13	2401	0	0	0	32.2	67.8	98.79	0	0	0.21	1.6	0	1.64	26.94	0.55	0	19.1	2.32	38.28	1.69	0	0.13	0.34	7.21	0.42	0	10	0	20	0	0	10	10	0	50	0.79	0	0	5.26	0	0	0	0	0	0	5.26	5.26	0	0	0	5.26	0	0	0	0	0	0	0	0	5.26	5.26	0	0	0	0	68.42	100	0	0	0
5266	Envigado	Antioquia	223949	94134	129815	Centro Democrático	75888			872	2081		8122	27936	1452		6914	5094	11505	3465		260	413	7774	Voto en blanco	518	26	11	18	25	16	23	8	31	7	353	Voto en blanco	1179	4	7	2	8	12	8	12	12	6	70	3	7	22	5	8	3	4	3	2	12	3	4	6	42	14	7	7	11	8	867	77585	16549	14509	2040	42.03	57.97	80.62	0	0	1.15	2.74	0	10.7	36.81	1.91	0	9.11	6.71	15.16	4.57	0	0.34	0.54	10.24	0.55	5.02	2.12	3.47	4.83	3.09	4.44	1.54	5.98	1.35	68.15	1.25	0.34	0.59	0.17	0.68	1.02	0.68	1.02	1.02	0.51	5.94	0.25	0.59	1.87	0.42	0.68	0.25	0.34	0.25	0.17	1.02	0.25	0.34	0.51	3.56	1.19	0.59	0.59	0.93	0.68	73.54	82.42	17.58	15.41	2.17
5282	Fredonia	Antioquia	17675	6509	11166	Partido Conservador	5500			26	169		278	873	43		1515	589	1480	176		65	40	246	Voto en blanco	31	2		1	1	3	1	1	2	1	19	Voto en blanco	75			1	1		1	1	3		1	2	1	2	1	1	1	1		1	1		1		3	4	1	2	4	1	40	5606	903	662	241	36.83	63.17	84.5	0	0	0.47	3.07	0	5.05	15.87	0.78	0	27.55	10.71	26.91	3.2	0	1.18	0.73	4.47	0.48	6.45	0	3.23	3.23	9.68	3.23	3.23	6.45	3.23	61.29	1.15	0	0	1.33	1.33	0	1.33	1.33	4	0	1.33	2.67	1.33	2.67	1.33	1.33	1.33	1.33	0	1.33	1.33	0	1.33	0	4	5.33	1.33	2.67	5.33	1.33	53.33	86.13	13.87	10.17	3.7
5284	Frontino	Antioquia	16087	4501	11586	Partido Liberal	3642			15	82		236	260	30		628	445	1727	41		9	11	158	MAIS	36	10		1	17	2					6	Voto en blanco	34	1		1	3				3	1				2						1					1						21	3712	789	525	264	27.98	72.02	80.92	0	0	0.41	2.25	0	6.48	7.14	0.82	0	17.24	12.22	47.42	1.13	0	0.25	0.3	4.34	0.8	27.78	0	2.78	47.22	5.56	0	0	0	0	16.67	0.76	2.94	0	2.94	8.82	0	0	0	8.82	2.94	0	0	0	5.88	0	0	0	0	0	2.94	0	0	0	0	2.94	0	0	0	0	0	61.76	82.47	17.53	11.66	5.87
5306	Giraldo	Antioquia	3633	1752	1881	Partido Conservador	1569			3	8		17	336	10		500	163	451	40		10	3	28	AICO	7	4									3	Voto en blanco	9			1		1								1	1											1					4	1585	167	121	46	48.22	51.78	89.55	0	0	0.19	0.51	0	1.08	21.41	0.64	0	31.87	10.39	28.74	2.55	0	0.64	0.19	1.78	0.4	57.14	0	0	0	0	0	0	0	0	42.86	0.51	0	0	11.11	0	11.11	0	0	0	0	0	0	0	11.11	11.11	0	0	0	0	0	0	0	0	0	0	11.11	0	0	0	0	44.44	90.47	9.53	6.91	2.63
5308	Girardota	Antioquia	42330	16176	26154	Partido de la U	12818			70	265		425	2128	193		2800	2894	2236	587		34	67	1119	Voto en blanco	89	6	2	1	2	1	3	1	5		68	Voto en blanco	164		2		1	3	1	2	5	1	1	4		6	1	1		1			1		1	1	12	1		3	3	1	112	13071	3105	2648	457	38.21	61.79	79.24	0	0	0.55	2.07	0	3.32	16.6	1.51	0	21.84	22.58	17.44	4.58	0	0.27	0.52	8.73	0.55	6.74	2.25	1.12	2.25	1.12	3.37	1.12	5.62	0	76.4	1.01	0	1.22	0	0.61	1.83	0.61	1.22	3.05	0.61	0.61	2.44	0	3.66	0.61	0.61	0	0.61	0	0	0.61	0	0.61	0.61	7.32	0.61	0	1.83	1.83	0.61	68.29	80.8	19.2	16.37	2.83
5310	Gómez Plata	Antioquia	7895	2695	5200	Partido Liberal	2203			8	103		46	273	18		394	407	770	34		14	7	129	Voto en blanco	13	2							1		10	Voto en blanco	33				1								1						1			1			3		1				25	2249	446	314	132	34.14	65.86	81.74	0	0	0.36	4.68	0	2.09	12.39	0.82	0	17.88	18.47	34.95	1.54	0	0.64	0.32	5.86	0.48	15.38	0	0	0	0	0	0	7.69	0	76.92	1.22	0	0	0	3.03	0	0	0	0	0	0	0	3.03	0	0	0	0	0	3.03	0	0	3.03	0	0	9.09	0	3.03	0	0	0	75.76	83.45	16.55	11.65	4.9
5313	Granada	Antioquia	9967	3076	6891	Partido Conservador	2289			16	23		67	671	22		912	240	125	90		12	16	95	Voto en blanco	14	1		2	1				1	1	8	Voto en blanco	34			1	1				1		1	2					2	1		1									1	1	22	2337	739	444	295	30.86	69.14	74.41	0	0	0.7	1	0	2.93	29.31	0.96	0	39.84	10.48	5.46	3.93	0	0.52	0.7	4.15	0.46	7.14	0	14.29	7.14	0	0	0	7.14	7.14	57.14	1.11	0	0	2.94	2.94	0	0	0	2.94	0	2.94	5.88	0	0	0	0	5.88	2.94	0	2.94	0	0	0	0	0	0	0	0	2.94	2.94	64.71	75.98	24.02	14.43	9.59
5315	Guadalupe	Antioquia	5519	1812	3707	Partido Liberal	1558			2	9		18	79	16		402	33	911	5		4	4	75	Voto en blanco	4										4	Voto en blanco	11								3												1		1								6	1573	239	159	80	32.83	67.17	85.98	0	0	0.13	0.58	0	1.16	5.07	1.03	0	25.8	2.12	58.47	0.32	0	0.26	0.26	4.81	0.22	0	0	0	0	0	0	0	0	0	100	0.61	0	0	0	0	0	0	0	27.27	0	0	0	0	0	0	0	0	0	0	0	9.09	0	9.09	0	0	0	0	0	0	0	54.55	86.81	13.19	8.77	4.42
5318	Guarne	Antioquia	28656	13479	15177	Partido de la U	10493			230	189		330	2742	106		1570	2985	836	416		145	67	877	Voto en blanco	73	5		4	1	3	1	1	6	1	51	Voto en blanco	169				1	3	3		4	2	2	1		1	1	4		4		2	5	1	1		1	2	1	4	2	1	123	10735	2744	2184	560	47.04	52.96	77.85	0	0	2.19	1.8	0	3.14	26.13	1.01	0	14.96	28.45	7.97	3.96	0	1.38	0.64	8.36	0.54	6.85	0	5.48	1.37	4.11	1.37	1.37	8.22	1.37	69.86	1.25	0	0	0	0.59	1.78	1.78	0	2.37	1.18	1.18	0.59	0	0.59	0.59	2.37	0	2.37	0	1.18	2.96	0.59	0.59	0	0.59	1.18	0.59	2.37	1.18	0.59	72.78	79.64	20.36	16.2	4.15
5321	Guatapé	Antioquia	5987	3574	2413	Partido de la U	3110			26	39		202	360	17		277	1695	303	60		9	10	112	Voto en blanco	7		1	1							5	ASOPRA	40				1			1	25		1		1	1								1						1	1		7	3157	417	347	70	59.7	40.3	87.02	0	0	0.84	1.25	0	6.5	11.58	0.55	0	8.91	54.5	9.74	1.93	0	0.29	0.32	3.6	0.2	0	14.29	14.29	0	0	0	0	0	0	71.43	1.12	0	0	0	2.5	0	0	2.5	62.5	0	2.5	0	2.5	2.5	0	0	0	0	0	0	0	2.5	0	0	0	0	0	2.5	2.5	0	17.5	88.33	11.67	9.71	1.96
5347	Heliconia	Antioquia	5825	2225	3600	Partido Conservador	1888			9	24		34	213	16		800	244	419	43		4	12	70	Voto en blanco	3									1	2	Voto en blanco	17			1	2													1								1	1				11	1908	317	214	103	38.2	61.8	84.85	0	0	0.48	1.27	0	1.8	11.28	0.85	0	42.37	12.92	22.19	2.28	0	0.21	0.64	3.71	0.13	0	0	0	0	0	0	0	0	33.33	66.67	0.76	0	0	5.88	11.76	0	0	0	0	0	0	0	0	0	0	0	0	5.88	0	0	0	0	0	0	0	5.88	5.88	0	0	0	64.71	85.75	14.25	9.62	4.63
5353	Hispania	Antioquia	5050	2048	3002	Partido Liberal	1804			8	12		112	202	11		311	413	645	18		5	7	60	Voto en blanco	3						1				2	Voto en blanco	9						1											2										1			5	1816	232	176	56	40.55	59.45	88.09	0	0	0.44	0.67	0	6.21	11.2	0.61	0	17.24	22.89	35.75	1	0	0.28	0.39	3.33	0.15	0	0	0	0	0	33.33	0	0	0	66.67	0.44	0	0	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	22.22	0	0	0	0	0	0	0	0	0	11.11	0	0	55.56	88.67	11.33	8.59	2.73
5360	Itagui	Antioquia	229277	87605	141672	Partido Conservador	71047			595	1694		5871	17581	2438		20945	4325	7417	3458		330	437	5956	Voto en blanco	500	40	4	6	16	8	19	5	28	11	363	Voto en blanco	978	5	4	3	9	14	20	10	15	7	18	6	7	21	4	14	2	5	3	3	17	3	3	6	47	12	3	5	38	1	673	72525	15080	12697	2383	38.21	61.79	81.1	0	0	0.84	2.38	0	8.26	24.75	3.43	0	29.48	6.09	10.44	4.87	0	0.46	0.62	8.38	0.57	8	0.8	1.2	3.2	1.6	3.8	1	5.6	2.2	72.6	1.12	0.51	0.41	0.31	0.92	1.43	2.04	1.02	1.53	0.72	1.84	0.61	0.72	2.15	0.41	1.43	0.2	0.51	0.31	0.31	1.74	0.31	0.31	0.61	4.81	1.23	0.31	0.51	3.89	0.1	68.81	82.79	17.21	14.49	2.72
5361	Ituango	Antioquia	16871	3597	13274	Partido Conservador	2644			14	152		337	275	44		1065	83	405	51		14	24	180	Voto en blanco	29		1	2	4	3		3	1		15	Voto en blanco	44	1		1		3			2	2			1	3			1	1			1	1		1	2	1		2		1	20	2717	880	464	416	21.32	78.68	73.51	0	0	0.53	5.75	0	12.75	10.4	1.66	0	40.28	3.14	15.32	1.93	0	0.53	0.91	6.81	0.81	0	3.45	6.9	13.79	10.34	0	10.34	3.45	0	51.72	1.22	2.27	0	2.27	0	6.82	0	0	4.55	4.55	0	0	2.27	6.82	0	0	2.27	2.27	0	0	2.27	2.27	0	2.27	4.55	2.27	0	4.55	0	2.27	45.45	75.54	24.46	12.9	11.57
5364	Jardín	Antioquia	11344	5055	6289	Partido Conservador	4238			283	64		101	740	38		1971	402	275	132		20	24	188	Voto en blanco	20			1	4	2	1		1	1	10	Voto en blanco	34		1		2		1	1	1		1		1	2		1					1	1						1		1	19	4292	763	554	209	44.56	55.44	83.84	0	0	6.68	1.51	0	2.38	17.46	0.9	0	46.51	9.49	6.49	3.11	0	0.47	0.57	4.44	0.4	0	0	5	20	10	5	0	5	5	50	0.67	0	2.94	0	5.88	0	2.94	2.94	2.94	0	2.94	0	2.94	5.88	0	2.94	0	0	0	0	2.94	2.94	0	0	0	0	0	2.94	0	2.94	55.88	84.91	15.09	10.96	4.13
5368	Jericó	Antioquia	10958	4301	6657	Partido Liberal	3559			20	48		145	881	65		697	354	1027	97		3	14	208	Voto en blanco	12	3				1					8	Voto en blanco	49	1	1		1	1	3		1		2			4			1	2	1			1	1	1				2	1	1	24	3620	681	479	202	39.25	60.75	82.75	0	0	0.56	1.35	0	4.07	24.75	1.83	0	19.58	9.95	28.86	2.73	0	0.08	0.39	5.84	0.28	25	0	0	0	8.33	0	0	0	0	66.67	1.14	2.04	2.04	0	2.04	2.04	6.12	0	2.04	0	4.08	0	0	8.16	0	0	2.04	4.08	2.04	0	0	2.04	2.04	2.04	0	0	0	4.08	2.04	2.04	48.98	84.17	15.83	11.14	4.7
5376	La Ceja	Antioquia	40831	19183	21648	Partido de la U	15413			253	302		723	4820	123		1402	4996	946	503		41	64	1240	Voto en blanco	120	7	3	2	4	2	4	3	8		87	Voto en blanco	226		1	2	2	3	3	1	3		1	5	2	3		5	3	3			4			1	3	1	1	1			178	15759	3424	2802	622	46.98	53.02	80.35	0	0	1.64	1.96	0	4.69	31.27	0.8	0	9.1	32.41	6.14	3.26	0	0.27	0.42	8.05	0.63	5.83	2.5	1.67	3.33	1.67	3.33	2.5	6.67	0	72.5	1.18	0	0.44	0.88	0.88	1.33	1.33	0.44	1.33	0	0.44	2.21	0.88	1.33	0	2.21	1.33	1.33	0	0	1.77	0	0	0.44	1.33	0.44	0.44	0.44	0	0	78.76	82.15	17.85	14.61	3.24
5380	La Estrella	Antioquia	47167	19823	27344	Centro Democrático	16238			219	605		1054	3425	288		3105	2792	2834	556		46	86	1228	Voto en blanco	91	6	2	3	2	5	1	3	6	2	61	Voto en blanco	195				1	1	2	3	3		2	1	1	2	1	1		1		1	5	1	1	2	5	1	1	3	5		151	16524	3299	2789	510	42.03	57.97	81.91	0	0	1.35	3.73	0	6.49	21.09	1.77	0	19.12	17.19	17.45	3.42	0	0.28	0.53	7.56	0.46	6.59	2.2	3.3	2.2	5.49	1.1	3.3	6.59	2.2	67.03	0.98	0	0	0	0.51	0.51	1.03	1.54	1.54	0	1.03	0.51	0.51	1.03	0.51	0.51	0	0.51	0	0.51	2.56	0.51	0.51	1.03	2.56	0.51	0.51	1.54	2.56	0	77.44	83.36	16.64	14.07	2.57
5390	La Pintada	Antioquia	6043	2564	3479	Centro Democrático	2072			12	32		161	688	18		201	367	482	40		14	3	54	AIMAC	7	1	2		1			1		1	1	FUNECO	85		1		2				1	1					2	2					60		1					1	2		12	2164	400	307	93	42.43	57.57	80.81	0	0	0.58	1.54	0	7.77	33.2	0.87	0	9.7	17.71	23.26	1.93	0	0.68	0.14	2.61	0.27	14.29	28.57	0	14.29	0	0	14.29	0	14.29	14.29	3.32	0	1.18	0	2.35	0	0	0	1.18	1.18	0	0	0	0	2.35	2.35	0	0	0	0	70.59	0	1.18	0	0	0	0	1.18	2.35	0	14.12	84.4	15.6	11.97	3.63
5400	La Unión	Antioquia	15194	6810	8384	Centro Democrático	5656			46	249		714	1546	54		922	606	1010	135		21	15	338	Voto en blanco	49	2	2							1	44	Voto en blanco	63		1			1	1	2	1		1	1	1	2		1		2		1	2	1		1	4		1			1	38	5768	1042	794	248	44.82	55.18	83.05	0	0	0.81	4.4	0	12.62	27.33	0.95	0	16.3	10.71	17.86	2.39	0	0.37	0.27	5.98	0.72	4.08	4.08	0	0	0	0	0	0	2.04	89.8	0.93	0	1.59	0	0	1.59	1.59	3.17	1.59	0	1.59	1.59	1.59	3.17	0	1.59	0	3.17	0	1.59	3.17	1.59	0	1.59	6.35	0	1.59	0	0	1.59	60.32	84.7	15.3	11.66	3.64
5411	Liborina	Antioquia	8827	3605	5222	Partido Conservador	3142			10	32		42	210	16		2250	128	264	66		23	28	73	Voto en blanco	2										2	Voto en blanco	12							1													3				1						7	3156	449	353	96	40.84	59.16	87.16	0	0	0.32	1.02	0	1.34	6.68	0.51	0	71.61	4.07	8.4	2.1	0	0.73	0.89	2.32	0.06	0	0	0	0	0	0	0	0	0	100	0.33	0	0	0	0	0	0	8.33	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	8.33	0	0	0	0	0	58.33	87.55	12.45	9.79	2.66
5425	Maceo	Antioquia	7184	2437	4747	Partido Conservador	2034			5	15		76	203	23		679	405	516	43		6	18	45	Voto en blanco	3						1				2	FUNECO	36								1									1			20							1	1		12	2073	364	283	81	33.92	66.08	83.46	0	0	0.25	0.74	0	3.74	9.98	1.13	0	33.38	19.91	25.37	2.11	0	0.29	0.88	2.21	0.12	0	0	0	0	0	33.33	0	0	0	66.67	1.48	0	0	0	0	0	0	0	2.78	0	0	0	0	0	0	0	0	2.78	0	0	55.56	0	0	0	0	0	0	2.78	2.78	0	33.33	85.06	14.94	11.61	3.32
5440	Marinilla	Antioquia	36085	15578	20507	Centro Democrático	12687			412	477		1270	3778	253		1516	2004	1365	533		88	121	870	Voto en blanco	96	1		2	3	4	13	1	6	3	63	Voto en blanco	140		3		2	3	3	2				1		6	2	3	2	1	1		2	1		1	3	1	3	2	3		95	12923	2655	2155	500	43.17	56.83	81.44	0	0	3.25	3.76	0	10.01	29.78	1.99	0	11.95	15.8	10.76	4.2	0	0.69	0.95	6.86	0.62	1.04	0	2.08	3.13	4.17	13.54	1.04	6.25	3.13	65.63	0.9	0	2.14	0	1.43	2.14	2.14	1.43	0	0	0	0.71	0	4.29	1.43	2.14	1.43	0.71	0.71	0	1.43	0.71	0	0.71	2.14	0.71	2.14	1.43	2.14	0	67.86	82.96	17.04	13.83	3.21
5467	Montebello	Antioquia	5905	2055	3850	Partido Liberal	1658			6	12		35	492	13		360	152	498	26		3	5	56	Voto en blanco	11	1	1					1	1		7	Voto en blanco	17					1			2	1	1												1								11	1686	369	251	118	34.8	65.2	80.68	0	0	0.36	0.72	0	2.11	29.67	0.78	0	21.71	9.17	30.04	1.57	0	0.18	0.3	3.38	0.54	9.09	9.09	0	0	0	0	9.09	9.09	0	63.64	0.83	0	0	0	0	5.88	0	0	11.76	5.88	5.88	0	0	0	0	0	0	0	0	0	0	0	5.88	0	0	0	0	0	0	0	64.71	82.04	17.96	12.21	5.74
5475	Murindó	Antioquia	2492	806	1686	Partido Liberal	440			4	58		14	4	10		52	8	279	5		1		5	MAIS	63	1		1	52		9				0	Poder Ciudadano	129				1	1	3		2					9									1			112					0	632	174	118	56	32.34	67.66	54.59	0	0	0.91	13.18	0	3.18	0.91	2.27	0	11.82	1.82	63.41	1.14	0	0.23	0	1.14	7.82	1.59	0	1.59	82.54	0	14.29	0	0	0	0	16	0	0	0	0.78	0.78	2.33	0	1.55	0	0	0	0	6.98	0	0	0	0	0	0	0	0	0.78	0	0	86.82	0	0	0	0	0	78.41	21.59	14.64	6.95
